time,health,distance,holdout,spawned,x,y,z
67.50313,6725.443,-1,False,0,100.8512,0.12,3.199988
68.00455,6725.443,-1,False,0,104.7512,0.12,3.199988
68.51463,6725.443,-1,False,0,108.6512,0.12,3.199987
69.00602,6725.443,-1,False,0,112.5511,0.12,3.199987
69.51408,6725.443,-1,False,0,116.4511,0.12,3.199986
70.00809,6725.443,-1,False,0,120.351,0.12,3.199986
70.50461,6725.443,-1,False,0,124.251,0.12,3.199985
71.00648,6725.443,-1,False,0,128.1509,0.12,3.199985
71.51151,6725.443,-1,False,0,132.0511,0.12,3.199984
72.0162,6725.443,-1,False,0,135.9512,0.12,3.199984
